Brand;Model;Generation;Version
BMW; Seria 2; F22-F23-F45-F46(2013-2021); M-Cabrio(2014-2017)
BMW; Seria 2; F22-F23-F45-F46(2013-2021); Coupe(2013-2017)
BMW; Seria 2; F22-F23-F45-F46(2013-2021); M-Coupe(2013-2017)
BMW; Seria 3; G20-G21(2018-teraz); LimuzynaFacelifting(2023-teraz)
BMW; Seria 3; G20-G21(2018-teraz); TouringFacelifting(2023-teraz)
BMW; Seria 3; G20-G21(2018-teraz); LimuzynaPlug-InFacelifting(2023-teraz)
BMW; Seria 3; G20-G21(2018-teraz); TouringPlug-InFacelifting(2023-teraz)
BMW; Seria 3; G20-G21(2018-teraz); TouringMFacelifting(2023-teraz)
BMW; Seria 3; G20-G21(2018-teraz); LimuzynaMFacelifting(2023-teraz)
BMW; Seria 3; G20-G21(2018-teraz); LimuzynaM(2019-teraz)
BMW; Seria 3; G20-G21(2018-teraz); Touring(2019-teraz)
BMW; Seria 3; G20-G21(2018-teraz); TouringM(2019-teraz)
BMW; Seria 3; G20-G21(2018-teraz); Limuzyna(2018-teraz)
BMW; Seria 3; F30-F31-F34(2012-2020); GranTurismoFacelifting(2016-2020)
BMW; Seria 3; F30-F31-F34(2012-2020); M3LimousineFacelifting(2015-2018)
BMW; Seria 3; F30-F31-F34(2012-2020); TouringFacelifting(2015-2018)
BMW; Seria 3; F30-F31-F34(2012-2020); LimuzynaFacelifting(2015-2018)
BMW; Seria 3; F30-F31-F34(2012-2020); M3Limousine(2014-2015)
BMW; Seria 3; F30-F31-F34(2012-2020); GranTurismo(2013-2016)
BMW; Seria 3; F30-F31-F34(2012-2020); Touring(2012-2015)
BMW; Seria 3; F30-F31-F34(2012-2020); Limuzyna(2012-2015)
BMW; Seria 3; E90-91-92-93(2004-2013); CoupeE92Facelifting(2010-2013)
BMW; Seria 3; E90-91-92-93(2004-2013); CabrioE93Facelifting(2010-2013)
BMW; Seria 3; E90-91-92-93(2004-2013); M3LimuzynaE90(2007-2013)
BMW; Seria 3; E90-91-92-93(2004-2013); M3CoupeE92(2007-2013)
BMW; Seria 3; E90-91-92-93(2004-2013); M3CabrioE93(2007-2013)
BMW; Seria 3; E90-91-92-93(2004-2013); CabrioE93(2006-2010)
BMW; Seria 3; E90-91-92-93(2004-2013); CoupeE92(2006-2010)
BMW; Seria 3; E90-91-92-93(2004-2013); TouringE91(2005-2013)
BMW; Seria 3; E90-91-92-93(2004-2013); LimuzynaE90(2004-2012)
BMW; Seria 3; E46(1998-2007); M3Cabrio(2001-2006)
BMW; Seria 3; E46(1998-2007); M3Coupe(2000-2006)
BMW; Seria 3; E46(1998-2007); Cabrio(2000-2007)
BMW; Seria 3; E46(1998-2007); Compact(2000-2006)
BMW; Seria 3; E46(1998-2007); Coupe(1999-2007)
BMW; Seria 3; E46(1998-2007); Touring(1999-2006)
BMW; Seria 3; E46(1998-2007); Sedan(1998-2005)
BMW; Seria 3; E36(1990-2000); M3Cabrio(1994-1999)
BMW; Seria 3; E36(1990-2000); Compact(1994-2000)
BMW; Seria 3; E36(1990-2000); Touring(1994-1999)
BMW; Seria 3; E36(1990-2000); Cabrio(1993-1999)
BMW; Seria 3; E36(1990-2000); Coupe(1992-1999)
BMW; Seria 3; E36(1990-2000); M3Coupe(1992-1999)
BMW; Seria 3; E36(1990-2000); M3Sedan(1992-1999)
BMW; Seria 3; E36(1990-2000); Sedan(1990-1998)
BMW; Seria 3; E30(1982-1994); Touring(1987-1994)
BMW; Seria 3; E30(1982-1994); M3Cabrio(1986-1991)
BMW; Seria 3; E30(1982-1994); M3Coupe(1986-1991)
BMW; Seria 3; E30(1982-1994); Cabrio(1985-1993)
BMW; Seria 3; E30(1982-1994); Coupe(1982-1993)
BMW; Seria 3; E30(1982-1994); Sedan(1982-1991)
BMW; Seria 3; E21(1975-1983); Coupe(1975-1983)
BMW; Seria 3; E21(1975-1983); Cabrio(1975-1983)
BMW; Seria 4; G22-23-26(2020-teraz); GranCoupe(2021-teraz)
BMW; Seria 4; G22-23-26(2020-teraz); M4Cabrio(2021-teraz)
BMW; Seria 4; G22-23-26(2020-teraz); Coupe(2020-teraz)
BMW; Seria 4; G22-23-26(2020-teraz); Cabrio(2020-teraz)
BMW; Seria 4; G22-23-26(2020-teraz); M4Coupe(2020-teraz)
BMW; Seria 4; F32-33-36(2013-2021); CoupeFacelifting(2017-2020)
BMW; Seria 4; F32-33-36(2013-2021); GranCoupeFacelifting(2017-2021)
BMW; Seria 4; F32-33-36(2013-2021); CabrioFacelifting(2017-2020)
BMW; Seria 4; F32-33-36(2013-2021); M4CoupeFacelifting(2017-2020)
BMW; Seria 4; F32-33-36(2013-2021); M4CabrioFacelifting(2017-2020)
BMW; Seria 4; F32-33-36(2013-2021); M4Cabrio(2014-2017)
BMW; Seria 4; F32-33-36(2013-2021); M4Coupe(2014-2017)
BMW; Seria 4; F32-33-36(2013-2021); GranCoupe(2013-2017)
BMW; Seria 4; F32-33-36(2013-2021); Cabrio(2013-2017)
BMW; Seria 4; F32-33-36(2013-2021); Coupe(2013-2017)
BMW; Seria 5; G60-61(2023-teraz); Touring(2024-teraz)
BMW; Seria 5; G60-61(2023-teraz); Sedan(2023-teraz)
BMW; Seria 5; G60-61(2023-teraz); SedanPlug-In(2023-teraz)
BMW; Seria 5; G30-G31(2016-2024); LimuzynaFacelifting(2020-2023)
BMW; Seria 5; G30-G31(2016-2024); TouringFacelifting(2020-2024)
BMW; Seria 5; G30-G31(2016-2024); M5LimuzynaFacelifting(2020-2023)
BMW; Seria 5; G30-G31(2016-2024); LimuzynaPlug-In(2020-2023)
BMW; Seria 5; G30-G31(2016-2024); TouringPlug-In(2020-2024)
BMW; Seria 5; G30-G31(2016-2024); M5Limuzyna(2017-2020)
BMW; Seria 5; G30-G31(2016-2024); Touring(2017-2020)
BMW; Seria 5; G30-G31(2016-2024); Limuzyna(2016-2020)
BMW; Seria 5; F10-F11(2010-2017); TouringFacelifting(2013-2017)
BMW; Seria 5; F10-F11(2010-2017); LimuzynaFacelifting(2011-2016)
BMW; Seria 5; F10-F11(2010-2017); Limuzyna(2010-2015)
BMW; Seria 5; F10-F11(2010-2017); Touring(2010-2014)
BMW; Seria 5; F10-F11(2010-2017); GranTurismo(2010-2017)
BMW; Seria 5; F10-F11(2010-2017); M5Limuzyna(2010-2017)
BMW; Seria 5; F10-F11(2010-2017); M5Touring(2010-2017)
BMW; Seria 5; E60(2003-2010); M5Touring(2007-2010)
BMW; Seria 5; E60(2003-2010); M5Sedan(2005-2010)
BMW; Seria 5; E60(2003-2010); Sedan(2003-2010)
BMW; Seria 5; E60(2003-2010); Touring(2003-2010)
BMW; Seria 5; E39(1995-2004); M5Sedan(1998-2004)
BMW; Seria 5; E39(1995-2004); Sedan(1995-2004)
BMW; Seria 5; E39(1995-2004); Touring(1995-2004)
BMW; Seria 5; E34(1988-1997); M5Touring(1992-1995)
BMW; Seria 5; E34(1988-1997); M5Sedan(1988-1995)
BMW; Seria 5; E34(1988-1997); Touring(1988-1997)
BMW; Seria 5; E34(1988-1997); Sedan(1988-1995)
BMW; Seria 5; E28(1981-1988); M5Sedan(1985-1987)
BMW; Seria 5; E28(1981-1988); Sedan(1981-1988)
BMW; Seria 5; E12(1972-1981); M5Sedan(1979-1981)
BMW; Seria 5; E12(1972-1981); Sedan(1972-1981)
BMW; Seria 6; G32(2017-2024); GranTurismoFacelifting(2020-2024)
BMW; Seria 6; G32(2017-2024); GranTourismo(2017-2020)
BMW; Seria 6; F06-F12-F13(2011-2018); CoupeFacelifting(2015-2018)
BMW; Seria 6; F06-F12-F13(2011-2018); M6CabrioFacelifting(2015-2018)
BMW; Seria 6; F06-F12-F13(2011-2018); GranCoupeFacelifting(2015-2018)
BMW; Seria 6; F06-F12-F13(2011-2018); CabrioFacelifting(2015-2018)
BMW; Seria 6; F06-F12-F13(2011-2018); M6CoupeFacelifting(2015-2018)
BMW; Seria 6; F06-F12-F13(2011-2018); M6GranCoupe(2013-2014)
BMW; Seria 6; F06-F12-F13(2011-2018); M6GranCoupeFacelifting(2013-2018)
BMW; Seria 6; F06-F12-F13(2011-2018); M6Cabrio(2012-2015)
BMW; Seria 6; F06-F12-F13(2011-2018); GranCoupe(2012-2014)
BMW; Seria 6; F06-F12-F13(2011-2018); M6Coupe(2012-2014)
BMW; Seria 6; F06-F12-F13(2011-2018); Coupe(2011-2014)
BMW; Seria 6; F06-F12-F13(2011-2018); Cabrio(2011-2015)
BMW; Seria 6; E63-64(2003-2010); M6Coupe(2005-2010)
BMW; Seria 6; E63-64(2003-2010); M6Cabrio(2005-2010)
BMW; Seria 6; E63-64(2003-2010); Coupe(2003-2010)
BMW; Seria 6; E63-64(2003-2010); Cabrio(2003-2010)
BMW; Seria 6; E24(1976-1990);
BMW; Seria 7; G70(2022-teraz); Sedan(2022-teraz)
BMW; Seria 7; G70(2022-teraz); SedanPlug-In(2022-teraz)
BMW; Seria 7; G11-G12(2015-2022); SedanFacelifting(2019-2022)
BMW; Seria 7; G11-G12(2015-2022); SedanLFacelifting(2019-2022)
BMW; Seria 7; G11-G12(2015-2022); MLangFacelifting(2019-2022)
BMW; Seria 7; G11-G12(2015-2022); MLang(2016-2019)
BMW; Seria 7; G11-G12(2015-2022); SedanL(2015-2019)
BMW; Seria 7; G11-G12(2015-2022); Sedan(2015-2019)
BMW; Seria 7; F01(2008-2015); SedanFacelifting(2012-2015)
BMW; Seria 7; F01(2008-2015); SedanLFacelifting(2012-2015)
BMW; Seria 7; F01(2008-2015); Sedan(2008-2012)
BMW; Seria 7; F01(2008-2015); SedanL(2008-2012)
BMW; Seria 7; E65(2001-2008); SedanL(2001-2008)
BMW; Seria 7; E65(2001-2008); Sedan(2001-2008)
BMW; Seria 7; E38(1994-2001);
BMW; Seria 7; E32(1986-1994);
BMW; Seria 7; E23(1977-1986);
BMW; Seria 8; II(2018-teraz); CoupeFacelifting(2022-teraz)
BMW; Seria 8; II(2018-teraz); MCoupeFacelifting(2022-teraz)
BMW; Seria 8; II(2018-teraz); CabrioFacelifting(2022-teraz)
BMW; Seria 8; II(2018-teraz); MCabrioFacelifting(2022-teraz)
BMW; Seria 8; II(2018-teraz); GranCoupeFacelifting(2022-teraz)
BMW; Seria 8; II(2018-teraz); MGrandCoupeFacelifting(2022-teraz)
BMW; Seria 8; II(2018-teraz); GranCoupe(2019-2022)
BMW; Seria 8; II(2018-teraz); MGranCoupe(2019-2022)
BMW; Seria 8; II(2018-teraz); Coupe(2018-2022)
BMW; Seria 8; II(2018-teraz); MCoupe(2018-2022)
BMW; Seria 8; II(2018-teraz); Cabrio(2018-2022)
BMW; Seria 8; II(2018-teraz); MCabrio(2018-2022)
BMW; Seria 8; I(1989-1999);
BMW; X1; U11(2022-teraz); CrossoverM(2023-teraz)
BMW; X1; U11(2022-teraz); Crossover(2022-teraz)
BMW; X1; U11(2022-teraz); CrossoverPlug-In(2022-teraz)
BMW; X1; F48(2015-2022); CrossoverPlug-In(2020-2022)
BMW; X1; F48(2015-2022); CrossoverFacelifting(2019-2022)
BMW; X1; F48(2015-2022); Crossover(2015-2019)
BMW; X1; E84(2009-2015); CrossoverFacelifting(2012-2015)
BMW; X1; E84(2009-2015); Crossover(2009-2012)
BMW; X2; U10(2023-teraz); SUV(2023-teraz)
BMW; X2; U10(2023-teraz); SUVM(2023-teraz)
BMW; X2; F39(2017-2023); CrossoverPlug-In(2020-2023)
BMW; X2; F39(2017-2023); Crossover(2017-2023)
BMW; X3; G01(2017-teraz); SUVFacelifting(2021-teraz)
BMW; X3; G01(2017-teraz); SUVPlug-inFacelifting(2021-teraz)
BMW; X3; G01(2017-teraz); MSUVFacelifting(2021-teraz)
BMW; X3; G01(2017-teraz); SUV(2017-2021)
BMW; X3; G01(2017-teraz); M-SUV(2017-2021)
BMW; X3; F25(2010-2017); SUVFacelifting(2014-2017)
BMW; X3; F25(2010-2017); SUV(2010-2016)
BMW; X3; E83(2003-2010);
BMW; X4; G02(2018-teraz); SUVFacelifting(2021-teraz)
BMW; X4; G02(2018-teraz); MSUVFacelifting(2021-teraz)
BMW; X4; G02(2018-teraz); SUV(2018-2021)
BMW; X4; G02(2018-teraz); MSUV(2018-2021)
BMW; X4; G01(2014-2017);
BMW; X5; G05(2018-teraz); SUVFacelifting(2023-teraz)
BMW; X5; G05(2018-teraz); MSUVFacelifting(2023-teraz)
BMW; X5; G05(2018-teraz); SUVPlug-InFacelifting(2023-teraz)
BMW; X5; G05(2018-teraz); SUVPlug-In(2019-teraz)
BMW; X5; G05(2018-teraz); SUV(2018-teraz)
BMW; X5; G05(2018-teraz); MSUV(2018-teraz)
BMW; X5; F15(2013-2018); MSUV(2014-2015)
BMW; X5; F15(2013-2018); SUV(2013-2018)
BMW; X5; E70(2006-2013); SUVFacelifting(2010-2013)
BMW; X5; E70(2006-2013); MSUV(2010-2013)
BMW; X5; E70(2006-2013); SUV(2006-2010)
BMW; X5; E53(2000-2006);
BMW; X6; G06(2019-teraz); SUVFacelifting(2023-teraz)
BMW; X6; G06(2019-teraz); MSUVFacelifting(2023-teraz)
BMW; X6; G06(2019-teraz); SUV(2019-teraz)
BMW; X6; G06(2019-teraz); MSUV(2019-teraz)
BMW; X6; F16(2014-2019); Crossover(2014-2019)
BMW; X6; F16(2014-2019); M(2014-2019)
BMW; X6; E71(2008-2014); CrossoverFacelifting(2012-2014)
BMW; X6; E71(2008-2014); MCrossover(2009-2011)
BMW; X6; E71(2008-2014); Crossover(2008-2011)
BMW; X7; PlaceholderGen; SUVFacelifting(2022-teraz)
BMW; X7; PlaceholderGen; SUVMFacelifting(2022-teraz)
BMW; X7; PlaceholderGen; SUVM(2019-teraz)
BMW; X7; PlaceholderGen; SUV(2018-teraz)
BMW; XM; PlaceholderGen; SUVPlug-In(2024-teraz)
BMW; XM; PlaceholderGen; SUVM(2022-teraz)
BMW; Z4; G29(2018-teraz); Roadster(2018-teraz)
BMW; Z4; G29(2018-teraz); MRoadster(2018-teraz)
BMW; Z4; E89(2009-2016); RoadsterFacelifting(2013-2016)
BMW; Z4; E89(2009-2016); Roadster(2009-2012)
BMW; Z4; E85(2002-2008); Coupe(2006-2008)
BMW; Z4; E85(2002-2008); Cabrio(2002-2008)
BMW;600; PlaceholderGen;
BMW; i3; PlaceholderGen; Hatchbacki3s(2018-2022)
BMW; i3; PlaceholderGen; Hatchbacki3Facelifting(2017-2022)
BMW; i3; PlaceholderGen; Hatchbacki3(2013-2017)
BMW; i8; PlaceholderGen; CoupeFacelifting(2018-2021)
BMW; i8; PlaceholderGen; Roadster(2018-2021)
BMW; i8; PlaceholderGen; Coupe(2014-2018)
BMW; Seria 02; PlaceholderGen; E20(1973-1975)
BMW; Seria 02; PlaceholderGen; E10C(1971-1975)
BMW; Seria 02; PlaceholderGen; 114C(1968-1971)
BMW; Seria 02; PlaceholderGen; 114(1966-1977)
BMW; Seria 02; PlaceholderGen; E10(1966-1977)
BMW; Z1; PlaceholderGen;
BMW; Z3; PlaceholderGen; Coupe(1998-2002)
BMW; Z3; PlaceholderGen; Cabrio(1995-2002)
BMW; Z8; PlaceholderGen;
Citroen; Berlingo; III(2018-teraz); e-OsobowyM(2021-teraz)
Citroen; Berlingo; III(2018-teraz); e-OsobowyXL(2021-teraz)
Citroen; Berlingo; III(2018-teraz); VanM(2019-teraz)
Citroen; Berlingo; III(2018-teraz); VanXL(2019-teraz)
Citroen; Berlingo; III(2018-teraz); OsobowyM(2018-teraz)
Citroen; Berlingo; III(2018-teraz); OsobowyXL(2018-teraz)
Citroen; Berlingo; III(2018-teraz); Van5-miejscowy(0-teraz)
Citroen; Berlingo; II(2008-2018); CombiFacelifting2015(2015-2018)
Citroen; Berlingo; II(2008-2018); VanLongFacelifting2015(2015-2018)
Citroen; Berlingo; II(2008-2018); VanFacelifting2015(2015-2018)
Citroen; Berlingo; II(2008-2018); VanFacelifting(2012-2015)
Citroen; Berlingo; II(2008-2018); CombiFacelifting(2012-2015)
Citroen; Berlingo; II(2008-2018); VanLongFacelifting(2012-2015)
Citroen; Berlingo; II(2008-2018); Van(2008-2012)
Citroen; Berlingo; II(2008-2018); Combi(2008-2012)
Citroen; Berlingo; I(1996-2011);
Citroen; C3; IV(2023-teraz);
Citroen; C3; III(2016-teraz); HatchbackFacelifting(2020-teraz)
Citroen; C3; III(2016-teraz); VAN(2017-teraz)
Citroen; C3; III(2016-teraz); Hatchback(2016-2020)
Citroen; C3; II(2009-2016); Hatchbackfacelifting(2013-2016)
Citroen; C3; II(2009-2016); Hatchback(2009-2013)
Citroen; C3; I(2002-2010); Pluriel(2003-2010)
Citroen; C3; I(2002-2010); Hatchback(2002-2010)
Citroen; C3 Aircross; PlaceholderGen; CrossoverFacelifting(2021-teraz)
Citroen; C3 Aircross; PlaceholderGen; Crossover(2017-2021)
Citroen; C4; III(2020-teraz); SUV(2020-teraz)
Citroen; C4; III(2020-teraz); E-C4(2020-teraz)
Citroen; C4; II(2010-2017); Hatchback5dFacelifting(2015-2017)
Citroen; C4; II(2010-2017); Hatchback5d(2010-2015)
Citroen; C4; I(2004-2010); CoupeFacelifting(2008-2010)
Citroen; C4; I(2004-2010); HatchbackFacelifting(2008-2010)
Citroen; C4; I(2004-2010); Sedan(2004-2010)
Citroen; C4; I(2004-2010); Coupe(2004-2008)
Citroen; C4; I(2004-2010); Hatchback(2004-2008)
Citroen; C4 X; PlaceholderGen; Crossover(2023-teraz)
Citroen; C4 X; PlaceholderGen; CrossoverElektryczny(2023-teraz)
Citroen; C5 Aircross; PlaceholderGen; SUVFacelifting(2022-teraz)
Citroen; C5 Aircross; PlaceholderGen; SUVPlug-InFacelifting(2022-teraz)
Citroen; C5 Aircross; PlaceholderGen; SUVPlug-In(2020-2022)
Citroen; C5 Aircross; PlaceholderGen; SUV(2018-2022)
Citroen; C5 X; PlaceholderGen; Plug-In(2021-teraz)
Citroen; C5 X; PlaceholderGen; Liftback(2021-teraz)
Citroen; Jumper; III(2014-teraz);
Citroen; Jumper; II(2004-2015); Platforma(2006-2015)
Citroen; Jumper; II(2004-2015); Ramazpojedyncząkabiną(2006-2015)
Citroen; Jumper; II(2004-2015); Ramazpodwójnąkabiną(2006-2015)
Citroen; Jumper; II(2004-2015); Furgon(2004-2015)
Citroen; Jumper; I(1994-2006);
Citroen; Jumpy; III(2021-teraz); FurgonXL(2021-teraz)
Citroen; Jumpy; III(2021-teraz); KombiXS(2021-teraz)
Citroen; Jumpy; III(2021-teraz); KombiM(2021-teraz)
Citroen; Jumpy; III(2021-teraz); KombiXL(2021-teraz)
Citroen; Jumpy; III(2021-teraz); e-KombiXS(2021-teraz)
Citroen; Jumpy; III(2021-teraz); e-KombiM(2021-teraz)
Citroen; Jumpy; III(2021-teraz); e-KombiXL(2021-teraz)
Citroen; Jumpy; III(2021-teraz); FurgonXS(2021-teraz)
Citroen; Jumpy; III(2021-teraz); FurgonM(2021-teraz)
Citroen; Jumpy; II(2007-2016); Combi(2007-2016)
Citroen; Jumpy; II(2007-2016); Furgon(2007-2016)
Citroen; Jumpy; I(1994-2007);
Citroen; Spacetourer; PlaceholderGen; e-VANXS(2021-teraz)
Citroen; Spacetourer; PlaceholderGen; e-VanM(2020-teraz)
Citroen; Spacetourer; PlaceholderGen; e-VanXL(2020-teraz)
Citroen; Spacetourer; PlaceholderGen; VanM(2015-teraz)
Citroen; Spacetourer; PlaceholderGen; VanXS(2015-teraz)
Citroen; Spacetourer; PlaceholderGen; VanXL(2015-teraz)
Citroen; 2CV; PlaceholderGen; Wagon(1963-1990)
Citroen; 2CV; PlaceholderGen; Sedan(1963-1990)
Citroen; AMI; PlaceholderGen; Kombi(1968-1978)
Citroen; AMI; PlaceholderGen; Sedan(1963-1978)
Citroen; AX; PlaceholderGen;
Citroen; Axel; PlaceholderGen;
Citroen; BL 11; PlaceholderGen;
Citroen; BX; PlaceholderGen; GTi(1987-1994)
Citroen; BX; PlaceholderGen; Sport(1985-1987)
Citroen; BX; PlaceholderGen; Kombi(1983-1994)
Citroen; BX; PlaceholderGen; Hatchback(1982-1993)
Citroen; C-Crosser; PlaceholderGen;
Citroen; C-Elysee; II(2012-2021); SedanFacelifting(2017-2021)
Citroen; C-Elysee; II(2012-2021); Sedan(2012-2016)
Citroen; C-Elysee; I(2003-2012);
Citroen; C-Zero; PlaceholderGen;
Citroen; C1; II(2014-2021); Hatchback5d(2014-2021)
Citroen; C1; II(2014-2021); Hatchback3d(2014)
Citroen; C1; II(2014-2021); Airscape(2014)
Citroen; C1; I(2005-2014); Hatchback3dFacelifting2012(2012-2014)
Citroen; C1; I(2005-2014); Hatchback5dFacelifting2012(2012-2014)
Citroen; C1; I(2005-2014); Hatchback3dFacelifting(2008-2012)
Citroen; C1; I(2005-2014); Hatchback5dFacelifting(2008-2012)
Citroen; C1; I(2005-2014); Hatchback(2005-2008)
Citroen; C15; PlaceholderGen;
Citroen; C2; PlaceholderGen;
Citroen; C25; PlaceholderGen;
Citroen; C3 Picasso; PlaceholderGen;
Citroen; C4 Aircross; PlaceholderGen;
Citroen; C4 Cactus; PlaceholderGen; CrossoverFacelifting(2017-2021)
Citroen; C4 Cactus; PlaceholderGen; Crossover(2014-2017)
Citroen; C4 Picasso; II(2013-2018); PicassoFacelifting(2016-2018)
Citroen; C4 Picasso; II(2013-2018); Picasso(2013-2016)
Citroen; C4 Picasso; I(2007-2013);
Citroen; C4 Spacetourer; PlaceholderGen; Van(2018-2019)
Citroen; C4 Spacetourer; PlaceholderGen; Grand(2018-2021)
Citroen; C5; III(2007-2017); Crosstourer(2014-2017)
Citroen; C5; III(2007-2017); Tourer(2008-2017)
Citroen; C5; III(2007-2017); Sedan(2007-2017)
Citroen; C5; II(2004-2008); Hatchback(2004-2008)
Citroen; C5; II(2004-2008); Kombi(2004-2008)
Citroen; C5; I(2000-2007); Kombi(2001-2007)
Citroen; C5; I(2000-2007); Hatchback(2000-2004)
Citroen; C6; PlaceholderGen;
Citroen; C8; PlaceholderGen;
Citroen; CX; II(1983-1992); Hatchback(1985-1992)
Citroen; CX; II(1983-1992); Kombi(1983-1992)
Citroen; CX; I(1974-1986); Kombi(1975-1986)
Citroen; CX; I(1974-1986); Hatchback(1974-1985)
Citroen; DS; PlaceholderGen; Cabrio(1965-1975)
Citroen; DS; PlaceholderGen; Kombi(1965-1975)
Citroen; DS; PlaceholderGen; Sedan(1955-1975)
Citroen; Evasion; II(1997-2002);
Citroen; Evasion; I(1994-1996);
Citroen; Grand C4 Picasso; II(2013-2018); GrandPicassoFacelifting(2016-2018)
Citroen; Grand C4 Picasso; II(2013-2018); GrandPicasso(2013-2016)
Citroen; Grand C4 Picasso; I(2006-2013);
Citroen; GS; PlaceholderGen; Hatchback(1973-1986)
Citroen; GS; PlaceholderGen; Kombi(1971-1980)
Citroen; GSA; PlaceholderGen;
Citroen; Nemo; PlaceholderGen; Combi(2008-2015)
Citroen; Nemo; PlaceholderGen; Van(2008-2015)
Citroen; Saxo; PlaceholderGen;
Citroen; SM; PlaceholderGen;
Citroen; Visa; PlaceholderGen;
Citroen; Xantia; II(1998-2001); Liftback(1998-2001)
Citroen; Xantia; II(1998-2001); Kombi(1998-2001)
Citroen; Xantia; I(1993-1998); Kombi(1995-1998)
Citroen; Xantia; I(1993-1998); Liftback(1993-1998)
Citroen; XM; II(1994-2000); Hatchback(1994-2000)
Citroen; XM; II(1994-2000); Kombi(1994-2000)
Citroen; XM; I(1989-1994); Hatchback(1989-1994)
Citroen; XM; I(1989-1994); Kombi(1989-1994)
Citroen; Xsara; II(2000-2005); Hatchback(2000-2004)
Citroen; Xsara; II(2000-2005); Kombi(2000-2005)
Citroen; Xsara; I(1997-2000); Kombi(1998-2000)
Citroen; Xsara; I(1997-2000); Hatchback(1997-2000)
Citroen; Xsara Picasso; PlaceholderGen;
Citroen; ZX; PlaceholderGen; Kombi(1993-1998)
Citroen; ZX; PlaceholderGen; Hatchback(1991-1997)
Cupra; Ateca; PlaceholderGen; CrossoverFacelifting(2020-teraz)
Cupra; Ateca; PlaceholderGen; Crossover(2018-2020)
Cupra; Born; PlaceholderGen;
Cupra; Formentor; PlaceholderGen; CrossoverPHEV(2021-teraz)
Cupra; Formentor; PlaceholderGen; Crossover(2020-teraz)
Cupra; Leon; II(2020-teraz); Hatchback(2021-teraz)
Cupra; Leon; II(2020-teraz); Sportstourer(2021-teraz)
Cupra; Leon; II(2020-teraz); HatchbackPHEV(2020-teraz)
Cupra; Leon; II(2020-teraz); SportstourerPHEV(2020-teraz)
Cupra; Leon; I(2019-2020); Hatchback5d(2019-2020)
Cupra; Leon; I(2019-2020); SportstourerST(2019-2020)
Dacia; Duster; III(2024-teraz);
Dacia; Duster; II(2017-teraz); SUVFacelifting(2021-teraz)
Dacia; Duster; II(2017-teraz); SUV(2017-2021)
Dacia; Duster; I(2010-2017); Van(2016-2017)
Dacia; Duster; I(2010-2017); SUVFacelifting(2013-2017)
Dacia; Duster; I(2010-2017); SUV(2010-2013)
Dacia; Jogger; PlaceholderGen;
Dacia; Lodgy; PlaceholderGen; Stepway(2018-teraz)
Dacia; Lodgy; PlaceholderGen; MinivanFacelifting(2017-teraz)
Dacia; Lodgy; PlaceholderGen; Minivan(2012-2016)
Dacia; Logan; III(2021-teraz);
Dacia; Logan; II(2012-2020); MCVStepway(2018-2020)
Dacia; Logan; II(2012-2020); SedanFacelifting(2016-2020)
Dacia; Logan; II(2012-2020); MCVFacelifting(2016-2020)
Dacia; Logan; II(2012-2020); MCV(2013-2016)
Dacia; Logan; II(2012-2020); Sedan(2012-2018)
Dacia; Logan; I(2004-2012); Van(2009-2012)
Dacia; Logan; I(2004-2012); PickUp(2009-2012)
Dacia; Logan; I(2004-2012); Sedan(2004-2012)
Dacia; Logan; I(2004-2012); MCV(2004-2012)
Dacia; Sandero; III(2021-teraz); Hatchback5d(2021-teraz)
Dacia; Sandero; III(2021-teraz); Stepway(2021-teraz)
Dacia; Sandero; II(2011-2020); Hatchback5dFacelifting(2016-2020)
Dacia; Sandero; II(2011-2020); StepwayFacelifting(2016-2020)
Dacia; Sandero; II(2011-2020); Hatchback5d(2012-2015)
Dacia; Sandero; II(2011-2020); Stepway(2011-2016)
Dacia; Sandero; I(2008-2012); Stepway(2011-2012)
Dacia; Sandero; I(2008-2012); Hatchback5d(2008-2012)
Dacia; Spring; PlaceholderGen; CrossoverFacelifting(2023-teraz)
Dacia; Spring; PlaceholderGen; Crossover(2021-teraz)
Dacia;1100; PlaceholderGen;
Dacia;1300; PlaceholderGen; Sedan(1969-1979)
Dacia;1300; PlaceholderGen; Kombi(1969-1979)
Dacia;1304; PlaceholderGen;
Dacia; 1305 Pick-up; PlaceholderGen;
Dacia;1307; PlaceholderGen;
Dacia;1310; PlaceholderGen; Sedan(1983-1989)
Dacia;1310; PlaceholderGen; Kombi(1983-1989)
Dacia; 1310p; PlaceholderGen;
Dacia;1400; PlaceholderGen;
Dacia;1410; PlaceholderGen;
Dacia; Dokker; PlaceholderGen; VanFacelifting(2017-2021)
Dacia; Dokker; PlaceholderGen; MikrovanFacelifting(2017-2021)
Dacia; Dokker; PlaceholderGen; Van(2012-2016)
Dacia; Dokker; PlaceholderGen; Mikrovan(2012-2016)
Dacia; Nova 523; PlaceholderGen;
Dacia; Nova 524; PlaceholderGen;
DS; 3 Crossback; PlaceholderGen; CrossbackFacelifting(2023-teraz)
DS; 3 Crossback; PlaceholderGen; CrossbackE-TenseFacelifting(2023-teraz)
DS; 3 Crossback; PlaceholderGen; CrossbackE-Tense(2019-teraz)
DS; 3 Crossback; PlaceholderGen; Crossback(2019-teraz)
DS;4; II(2021-teraz); Hatchback(2021-teraz)
DS;4; II(2021-teraz); HatchbackE-Tense(2021-teraz)
